business_type,location,monthly_kwh,monthly_bill_ngn,operating_hours_per_day,roof_size_sqm,avg_sun_hours,recommended_system_size_kw,installation_cost_ngn,annual_savings_ngn,roi_percent,payback_years
Salon/Personal Services,Kaduna,350.4288790895292,35042.887908952915,16.43449402631062,470.2525726183836,6.0,2.4959321872473588,2002075.9921956505,420514.65490743495,21.003930747217144,4.761013602810951
Salon/Personal Services,Enugu,311.07808788948944,31107.808788948943,6.43608897979491,106.01599582831051,5.1,2.6066539960573945,2243446.35944204,373293.70546738734,16.639297119643544,6.009869243932477
Agro-processing Unit,Enugu,3321.2348346186004,332123.48346186004,8.396036856487761,254.1990062779666,5.1,27.83002207657617,24106064.420160115,3985481.8015423203,16.533108565864556,6.048469324544761
Small Manufacturing Plant,Port Harcourt,4255.947081022487,425594.70810224867,14.705618021401953,112.27717279251897,4.8,37.89126674699507,30716783.86328119,5107136.497226984,16.62653394951302,6.01448265186557
Salon/Personal Services,Kaduna,414.13816343034995,41413.816343034996,11.820874909712344,347.45488518434684,6.0,2.949702018734686,1744254.1812228102,496965.79611641995,28.491592651251196,3.509807304352589
Welding Shop/Technical Services,Kano,2636.721282790433,263672.1282790433,8.060138340518602,494.3072985046423,6.2,18.174257532329975,9267485.227524253,3164065.5393485194,34.14157629246935,2.9289801719570026
Agro-processing Unit,Ibadan,3232.1960692416305,323219.60692416306,12.670449770387512,434.7403287214145,5.3,26.06189380133551,17031697.067327514,3878635.2830899567,22.7730405711036,4.391157153028069
Salon/Personal Services,Enugu,417.8115303185767,41781.15303185767,7.660771031617495,416.170882145952,5.1,3.501018353599603,1948735.2268955235,501373.83638229204,25.728166118340095,3.8867908245009306
Salon/Personal Services,Port Harcourt,491.03699934565446,49103.69993456545,13.672497606513307,235.89932956566952,4.8,4.371768156567436,3428144.11663956,589244.3992147853,17.188437217522594,5.81786457573094
Retail Store/Trading,Enugu,925.4932618718688,92549.32618718687,13.048438422906923,96.9713663599806,5.1,7.75509688178204,5928401.141828159,1110591.9142462425,18.73341374304786,5.338055379100934
Salon/Personal Services,Abuja,442.3725939578786,44237.25939578786,15.076272656923612,486.7740089527498,5.5,3.437238492291209,1779075.653805804,530847.1127494543,29.838366435618664,3.351389903189471
Salon/Personal Services,Kaduna,471.4880842964432,47148.80842964432,16.736970849975613,197.21764045686365,6.0,3.3581772385786555,2802860.6940949513,565785.7011557318,20.18600861426062,4.9539263512130844
Salon/Personal Services,Port Harcourt,416.88915320487325,41688.91532048732,16.783162926827643,542.9411940593684,4.8,3.711619953747091,2225106.1650841767,500266.9838458479,22.482836625771633,4.447837328736889
Salon/Personal Services,Abuja,595.7132997360426,59571.32997360426,16.307766565466643,98.82529682592796,5.5,4.628696967646018,3114607.7452869667,714855.9596832511,22.95171713885876,4.356972482494282
Other,Ibadan,1770.4914595532198,177049.145955322,9.847438878602722,148.08233183551897,5.3,14.27585437472359,10952057.083094327,2124589.751463864,19.399001807097918,5.154904411803854
Retail Store/Trading,Abuja,391.4958690736371,39149.58690736371,11.015622096166645,188.15560253245698,5.5,3.0419259446281046,2043467.0318486905,469795.0428883645,22.990096515692198,4.349699007646343
Welding Shop/Technical Services,Abuja,1641.135172032998,164113.5172032998,7.619741832859705,212.8972210574492,5.5,12.751633038329432,8626672.56940294,1969362.2064395975,22.82875802455429,4.380439789691643
Small Manufacturing Plant,Enugu,4502.993350897004,450299.3350897004,11.302244497092767,240.69531867975115,5.1,37.732473193371916,19856759.22658218,5403592.021076405,27.21285965860247,3.6747332420974814
Retail Store/Trading,Abuja,797.1617030856912,79716.17030856913,16.722119656719816,466.23407259631836,5.5,6.193952626928447,4091585.244065216,956594.0437028295,23.379545741845536,4.277243069826479
Retail Store/Trading,Lagos,465.6005616941433,46560.05616941433,14.933306014050643,133.58910036072817,5.0,3.979491980291823,3207228.4130307203,558720.674032972,17.420669876923427,5.7403073880911215
Welding Shop/Technical Services,Lagos,1260.6359761825818,126063.59761825818,10.147524444433907,494.23630297423136,5.0,10.77466646309899,9331621.146791978,1512763.171419098,16.21115074886163,6.16859355323817
Agro-processing Unit,Enugu,2115.8706181057546,211587.06181057545,6.759040906784155,122.4402443634953,5.1,17.729768879719746,11797367.908883624,2539044.7417269056,21.522129015023435,4.64638047333493
Other,Enugu,1759.8664465002862,175986.6446500286,13.605399416967451,189.26063985348716,5.1,14.746660352775987,9871920.704082211,2111839.7358003436,21.392389577512112,4.674559596891456
Welding Shop/Technical Services,Enugu,2110.5916506563626,211059.16506563628,12.330955469104204,410.4897881423637,5.1,17.685534193534124,13813301.382443415,2532709.9807876353,18.335298062827235,5.453960969564973
Small Manufacturing Plant,Kaduna,3316.1564404756573,331615.64404756576,16.372835846332773,220.15270914400708,6.0,23.619347866635735,20716737.874529794,3979387.728570789,19.208563397730924,5.206011398635509
Other,Ibadan,1480.0238117596027,148002.38117596027,6.193495756466579,254.96142144178097,5.3,11.933751102722162,7241691.0673912745,1776028.574111523,24.525053023993667,4.077463151747998
Retail Store/Trading,Kano,481.3678543670466,48136.78543670466,12.521813142996173,90.00494397745808,6.2,3.317947714137349,2243124.0426580124,577641.4252404559,25.751648783362597,3.88324649971955
Salon/Personal Services,Kaduna,663.5853929219704,66358.53929219705,8.613369621210822,422.3707981851056,6.0,4.726391687478421,3868028.372451544,796302.4715063646,20.58677948635808,4.857486333220087
Other,Lagos,1665.4606095149584,166546.06095149583,12.742523474898157,457.485763697092,5.0,14.234706064230414,10588876.531831572,1998552.73141795,18.87407720176956,5.2982722774189135
Salon/Personal Services,Enugu,580.2092029397536,58020.92029397536,10.26635756582409,494.8721964684609,5.1,4.861816682920677,2645968.554255202,696251.0435277043,26.31365525519966,3.800308206144781
Agro-processing Unit,Kano,2236.75342471382,223675.342471382,12.854555013018206,459.9687565278467,6.2,15.417379547241659,11579887.308977522,2684104.109656584,23.179017533060815,4.314246704260329
Salon/Personal Services,Abuja,396.32134137812994,39632.134137812995,9.6332112914091,302.6403055950525,5.5,3.079419901927971,1769738.041124031,475585.6096537559,26.873220702861346,3.721176598283675
Small Manufacturing Plant,Abuja,5362.872230222038,536287.2230222038,17.159061157747978,349.79587707293956,5.5,41.669558898384125,29338968.615581714,6435446.676266445,21.93480882231363,4.5589638282268945
Salon/Personal Services,Kaduna,579.9530334603737,57995.30334603737,16.83928346686697,104.20076827711831,6.0,4.1307196115411235,2939590.703472748,695943.6401524484,23.674848315797185,4.2238918985290566
Bakery/Food Processing,Lagos,1194.5335823724806,119453.35823724806,14.50680007501899,503.0594540517648,5.0,10.20968873822633,8683149.808994954,1433440.2988469768,16.508298605674902,6.057559436538418
Agro-processing Unit,Lagos,3642.572570826445,364257.2570826445,10.981286122259192,99.13694626052676,5.0,31.13309889595252,21326101.436632663,4371087.0849917345,20.496418897658202,4.878901065562502
Bakery/Food Processing,Enugu,1544.2285114093538,154422.85114093538,8.768815082484645,210.1580502481433,5.1,12.939739495637287,7916234.606923584,1853074.2136912246,23.40853076878893,4.271946880721452
Agro-processing Unit,Kaduna,3430.6688920937645,343066.8892093765,6.906325032310642,505.1696696143862,6.0,24.434963618901456,14474943.53579043,4116802.670512518,28.44088932252759,3.5160644544540154
Bakery/Food Processing,Kano,1527.0374459010873,152703.74459010872,13.152767173207142,99.30872717962345,6.2,10.525485565902173,8943512.986552633,1832444.9350813045,20.489095703629527,4.880644877962357
Welding Shop/Technical Services,Enugu,1674.7181567145594,167471.81567145593,7.07641102817815,578.8490475846103,5.1,14.033167058107587,7976513.084574079,2009661.7880574712,25.194740693699757,3.9690823261779467
Agro-processing Unit,Enugu,3518.154123315626,351815.4123315626,11.515593052277524,172.9814015780191,5.1,29.480091531050995,19761903.427538313,4221784.947978752,21.363250576843086,4.680935592657235
Other,Port Harcourt,1886.8736789247487,188687.36789247487,10.13515914872366,138.5414374280561,4.8,16.799089021765923,9657279.638938563,2264248.4147096984,23.446027239183927,4.265114894726219
Other,Enugu,1257.3794603717233,125737.94603717234,17.325289444137795,52.10665977517742,5.1,10.536110779049132,8527102.202537091,1508855.352446068,17.69481960703056,5.651371543808657
Bakery/Food Processing,Abuja,1204.8122335317978,120481.22335317978,17.261371684924892,144.09728177143913,5.5,9.361400415942484,6457017.099639296,1445774.6802381575,22.39075192040179,4.466129603663866
Salon/Personal Services,Abuja,223.6082435658829,22360.82435658829,12.842246589597654,524.0141028121565,5.5,1.7374377899446998,1112755.0220419713,268329.8922790595,24.114013144300017,4.146966305508449
Other,Abuja,1111.0866900796746,111108.66900796746,17.934771080214297,423.54443474589607,5.5,8.633152215071286,5563547.372469974,1333304.0280956095,23.964998207675553,4.17275224197479
Welding Shop/Technical Services,Port Harcourt,1148.1498144208954,114814.98144208954,17.913985580183706,274.34183022910474,4.8,10.222131538647572,8595644.057414383,1377779.7773050745,16.028813758483135,6.238764858508367
Agro-processing Unit,Kaduna,2218.5063346137063,221850.63346137063,12.694550202934627,217.36917550147538,6.0,15.801327169613291,11400808.956733402,2662207.6015364476,23.351041243122737,4.2824642789516565
Other,Port Harcourt,446.97776210425894,44697.776210425895,6.01714011695012,297.2708441061443,4.8,3.979502867737348,3132454.3027619985,536373.3145251108,17.123101015461614,5.84006366076467
Small Manufacturing Plant,Lagos,5429.021977793072,542902.1977793073,12.86778222756092,599.5640144188925,5.0,46.401897246094634,39850664.2457887,6514826.373351688,16.348099828825703,6.11691884971705
Other,Port Harcourt,787.63929760024,78763.929760024,9.365460777120663,137.8622031286693,4.8,7.01245813390527,6035599.367285663,945167.1571202879,15.659872360702257,6.385748088914536
Welding Shop/Technical Services,Enugu,1328.1271765306703,132812.71765306703,9.422239152120573,486.06202490043995,5.1,11.128935616982321,7026850.254619891,1593752.6118368043,22.680896192272943,4.408996855868005
Other,Kano,1839.7865440819614,183978.65440819613,17.701046036492176,177.75930975304897,6.2,12.681186545919227,11171878.1305019,2207743.8528983537,19.761617761213174,5.0603144544306256
Salon/Personal Services,Kaduna,722.8434046491595,72284.34046491595,9.939061071328045,112.06229948428643,6.0,5.148457298070936,2625457.615557087,867412.0855789913,33.0385103320336,3.0267708499871926
Small Manufacturing Plant,Lagos,5545.087239320579,554508.7239320579,13.633267615723422,140.60199284458395,5.0,47.39390802838102,30840837.982439917,6654104.687184694,21.57562868743512,4.634859148194205
Other,Enugu,1030.7131377721043,103071.31377721044,9.447092338524811,455.23701279060833,5.1,8.636778429462915,7413115.714599412,1236855.7653265253,16.68469524751459,5.993516723950733
Welding Shop/Technical Services,Enugu,1906.8324612485362,190683.2461248536,17.87135934127662,80.10974024277732,5.1,15.978150337259395,9744350.910178334,2288198.9534982434,23.482312722421923,4.258524327738626
Small Manufacturing Plant,Abuja,3742.5534314768634,374255.34314768633,11.782802005319729,326.7234551115759,5.5,29.079669242244467,17716281.921736773,4491064.1177722365,25.34992464904265,3.9447849011171146
Salon/Personal Services,Lagos,355.35828455066394,35535.828455066396,14.750882989170815,531.1108904189362,5.0,3.03725029530482,1886280.997544724,426429.94146079675,22.60691498328504,4.423425313623613
Small Manufacturing Plant,Kaduna,5785.517556922521,578551.7556922521,15.661120521594315,517.8191085186297,6.0,41.20739000657066,30696429.585537538,6942621.068307025,22.617031237984776,4.421446782637517
Agro-processing Unit,Kano,2876.3632515499885,287636.32515499886,15.910658717121775,216.9271500313737,6.2,19.826049431692777,13389187.6265909,3451635.9018599866,25.779278012394453,3.8790845869275654
Welding Shop/Technical Services,Kano,1796.9575242184287,179695.75242184286,9.802956165822533,307.06303449635897,6.2,12.385976869440505,9793516.784035904,2156349.029062114,22.018127671737993,4.541712242333753
Salon/Personal Services,Abuja,335.62675055511363,33562.67505551136,17.539337307053362,222.06454540311748,5.5,2.6078224596356923,2237418.459036704,402752.10066613636,18.000749883843223,5.555324119566603
Salon/Personal Services,Lagos,213.7289497721109,21372.89497721109,12.321805992604961,81.40449314484701,5.0,1.8267431604453923,1406007.2190040678,256474.73972653307,18.24135297884207,5.482049501261711
Other,Abuja,487.9233827245869,48792.338272458685,8.632672670354955,305.3926374351779,5.5,3.7911684749385146,2205651.3509841063,585508.0592695042,26.54581192119349,3.7670725723842935
Other,Ibadan,1036.5265849253474,103652.65849253474,15.596302344033495,456.71105963626235,5.3,8.357737340149551,7296912.814810811,1243831.9019104168,17.046001966554485,5.86647826253965
Bakery/Food Processing,Enugu,1524.741099784192,152474.1099784192,10.004450490907558,224.05783123382423,5.1,12.77644628610853,7739934.738807292,1829689.3197410305,23.639596217357536,4.230190697021056
Salon/Personal Services,Kaduna,653.0968067411059,65309.68067411058,6.624868874655236,57.0519072308332,6.0,4.651686657700184,2604747.846307438,783716.1680893269,30.087986029063984,3.3235856964106323
Other,Lagos,1652.4254662753017,165242.54662753016,11.725756511868592,121.98462620446678,5.0,14.123294583549587,7569901.044668275,1982910.559530362,26.19466949210637,3.8175705950454724
Bakery/Food Processing,Lagos,1200.4620888106522,120046.20888106522,17.19004743716859,522.7266365936939,5.0,10.260359733424378,7442387.80559104,1440554.5065727825,19.356079583632773,5.16633544349335
Retail Store/Trading,Kano,767.8280401791781,76782.8040179178,11.786702764047918,336.17799440526215,6.2,5.292445824229239,2887055.579918524,921393.6482150137,31.91464877309416,3.1333573717504173
Agro-processing Unit,Ibadan,3938.1113382098965,393811.13382098963,17.589245326611447,168.39797518220885,5.3,31.75384081768986,17639587.342223592,4725733.605851876,26.79049976719106,3.73266646270126
Agro-processing Unit,Kano,3527.761415763295,352776.14157632954,8.366911994004202,167.44561283617327,6.2,24.315973364786977,15076199.95230722,4233313.698915955,28.079447820457563,3.561323592949858
Bakery/Food Processing,Ibadan,1949.3581580797804,194935.81580797804,10.860013183050581,562.3494239085861,5.3,15.718095130461057,9629867.085230958,2339229.7896957365,24.291402664148336,4.1166828191271945
Retail Store/Trading,Enugu,271.2077879168071,27120.77879168071,12.138307689713915,555.1868417437167,5.1,2.2725640013139525,1685551.184397935,325449.3455001685,19.308185269758884,5.179150634970511
Agro-processing Unit,Kaduna,3760.284151198763,376028.4151198763,7.878350560988895,251.65073505305105,6.0,26.782650649563838,22141166.720700804,4512340.981438516,20.379869942534324,4.906802657817383
Salon/Personal Services,Kaduna,552.4289100303525,55242.891003035256,7.912738617256826,582.4121946251563,6.0,3.934678846370032,3165605.9779660627,662914.6920364231,20.941162502553563,4.7752840840524495
Welding Shop/Technical Services,Lagos,2829.4986574553204,282949.86574553204,8.003402148413631,116.63550369354198,5.0,24.183749209019833,14631017.894161753,3395398.388946384,23.206850087315235,4.309072520559763
Other,Kaduna,445.19442077405097,44519.442077405096,16.913323968439574,156.49309538750344,6.0,3.170900432863611,1896592.282131698,534233.3049288611,28.168062791461068,3.5501198907549383
Small Manufacturing Plant,Ibadan,3956.9972499052415,395699.7249905241,11.386216387824035,379.45607431746214,5.3,31.906121995688125,28278925.950642146,4748396.699886289,16.791290829694557,5.955468284972767
Bakery/Food Processing,Abuja,921.9500843706224,92195.00843706225,8.721103408806192,562.3197128054094,5.5,7.163559319119055,3605379.9816437685,1106340.101244747,30.68581139512355,3.2588351245583014
Salon/Personal Services,Lagos,740.4665697245701,74046.65697245701,15.375487768868307,60.67068509001849,5.0,6.328774100210001,5391408.060126773,888559.8836694842,16.48103563595946,6.067579866268422
Salon/Personal Services,Port Harcourt,362.5543995224664,36255.43995224664,13.535504824114893,201.35461647541163,4.8,3.2278703661188244,1871814.2903170155,435065.2794269597,23.242972429346924,4.302375709646263
Other,Lagos,1846.2973815914215,184629.73815914214,13.606673541989302,89.54869452404509,5.0,15.780319500781381,13869539.460965872,2215556.8579097055,15.974264063670754,6.260069296552047
Welding Shop/Technical Services,Ibadan,2818.011177671406,281801.1177671406,17.49319989811467,92.74183011544902,5.3,22.722231718040685,14472310.036870044,3381613.4132056874,23.366092936031627,4.27970565185056
Other,Kano,1205.0123992642352,120501.23992642353,9.640371386570045,266.0614920647713,6.2,8.30584780303443,5615921.827018648,1446014.8791170823,25.748486600368782,3.8837234029345926
Other,Abuja,605.4070705240813,60540.70705240813,12.936865224148951,576.8886442868899,5.5,4.704017641989753,3682531.958198474,726488.4846288975,19.727961437279742,5.068947459063406
Bakery/Food Processing,Lagos,1655.2234204617353,165522.34204617352,6.994974976733774,391.0007334125746,5.0,14.147208721895174,10399155.053183736,1986268.1045540823,19.10028357492352,5.235524363171683
Retail Store/Trading,Port Harcourt,472.17839556100563,47217.83955610056,16.271102275095572,289.07298157405864,4.8,4.20386748184656,2636563.6646651216,566614.0746732068,21.49062745068112,4.653191268123287
Retail Store/Trading,Lagos,354.2716871537965,35427.16871537965,8.293267472293739,472.8202993966382,5.0,3.027963138066637,2184773.4082211005,425126.0245845558,19.458586551119943,5.139119418426848
Other,Lagos,751.4989171225118,75149.89171225118,15.206800729910675,163.23802092162964,5.0,6.423067667713776,5088885.739267738,901798.7005470141,17.72094613145663,5.64303955658942
Salon/Personal Services,Kano,359.0961396558511,35909.613965585115,11.585843669276393,568.7577173313979,6.2,2.4751594958357535,1279494.0452603751,430915.3675870214,33.678575463735804,2.9692467280178567
Welding Shop/Technical Services,Ibadan,2863.4628495076495,286346.28495076497,8.482462505067453,247.02047268369003,5.3,23.0887183479088,11647790.215850882,3436155.4194091796,29.500491988026116,3.3897739753150136
Small Manufacturing Plant,Enugu,3022.897859588203,302289.7859588203,12.119820951761966,303.3204028820666,5.1,25.330131218268836,17306223.878521256,3627477.431505844,20.96053683904959,4.770870172261022
Retail Store/Trading,Kaduna,920.608129960586,92060.8129960586,17.16006453349287,260.9620650540106,6.0,6.557037962682236,3624302.064464827,1104729.755952703,30.48117227270432,3.2807137174822283
Small Manufacturing Plant,Lagos,4221.0828005664625,422108.28005664627,16.754834989753597,493.6892942597838,5.0,36.07763077407233,27626002.608766828,5065299.360679755,18.33525983622522,5.453972340355312
Agro-processing Unit,Abuja,1509.1407783616232,150914.07783616232,9.84071477020299,281.9758330648692,5.5,11.726035573905385,6867012.47351458,1810968.934033948,26.37200589075212,3.7918996535287075
Retail Store/Trading,Ibadan,383.77302694658533,38377.30269465853,8.394859390751265,70.78147862762381,5.3,3.094444661720572,2082995.8495577679,460527.63233590237,22.10890782301247,4.52306377142308
Salon/Personal Services,Ibadan,568.1903212953443,56819.03212953443,9.150123485797987,78.7909481372222,5.3,4.5814410683385285,2652967.6334543554,681828.3855544132,25.700591931708693,3.8909609656352973
Salon/Personal Services,Lagos,300.13655184324136,30013.655184324136,15.62296743403352,518.3190499056007,5.0,2.565269673873858,1845438.1605928573,360163.86221188965,19.516441672376875,5.123884859684115
Salon/Personal Services,Lagos,463.99305937564674,46399.30593756468,10.992848044904234,587.81953142598,5.0,3.965752644236297,2166972.0474889977,556791.6712507762,25.69445562973295,3.8918901976768336
Other,Port Harcourt,640.9599212997189,64095.992129971884,8.584311394255302,210.52694737001985,4.8,5.706552005873565,2906020.185786311,769151.9055596626,26.467534854770648,3.778213594454773
Welding Shop/Technical Services,Ibadan,1345.5146365621747,134551.46365621747,10.552387178450239,550.9588248443646,5.3,10.849174621530194,5646481.738966876,1614617.5638746098,28.59510821990248,3.4971016451827586
Agro-processing Unit,Enugu,3038.369601571436,303836.9601571436,10.943358583347164,563.9259370141681,5.1,25.45977544470786,22447969.9772326,3646043.521885723,16.24219706986266,6.156802529231077
Retail Store/Trading,Port Harcourt,238.77138598065784,23877.138598065783,8.523314134822336,361.23873280596746,4.8,2.1258136216226657,1183896.403488256,286525.6631767894,24.201920229892117,4.131903545260374
Salon/Personal Services,Abuja,550.1092050755665,55010.92050755665,6.474690078751358,271.6713168489227,5.5,4.274352797789949,3348490.800282482,660131.0460906798,19.714285792124336,5.072463748088151
Bakery/Food Processing,Ibadan,1903.5617402124838,190356.1740212484,14.37684655684082,400.97694638394813,5.3,15.348828739013737,8091449.439709841,2284274.0882549807,28.230715711385507,3.542241047741832
Agro-processing Unit,Ibadan,2301.4080609023113,230140.8060902311,7.122241483174914,284.91184553063374,5.3,18.556749402534358,10081216.521954427,2761689.6730827736,27.394408869886767,3.6503799178497602
Small Manufacturing Plant,Kano,2950.640530788194,295064.0530788194,17.371483902248006,311.34397631244553,6.2,20.338024061126234,14308827.008682625,3540768.636945833,24.745345197040173,4.041164073636004
Retail Store/Trading,Port Harcourt,453.807339485494,45380.7339485494,15.195648853426801,323.8717259202451,4.8,4.040307509664299,2771442.358883038,544568.8073825928,19.649292204730102,5.08924183925197
Other,Kaduna,827.0578408211651,82705.78408211652,15.74361290868962,526.9336830506171,6.0,5.89072536197411,5187561.9860961,992469.4089853982,19.131711806923025,5.2269238115856345
Salon/Personal Services,Kaduna,587.4553080876401,58745.53080876401,6.5635730688920075,361.47758409159263,6.0,4.184154616008833,3673412.3568546223,704946.3697051681,19.190504664953593,5.21091038229045
Agro-processing Unit,Port Harcourt,3408.237279993204,340823.7279993204,7.638036145002986,175.76891326153185,4.8,30.34399287743237,24634572.077313498,4089884.735991845,16.602215468391705,6.023292505171133
Welding Shop/Technical Services,Kano,2764.990210136273,276499.0210136273,6.2414606622368884,463.9999258042868,6.2,19.05838303099168,14119226.436387088,3317988.2521635275,23.499787804327855,4.255357573125976
Other,Ibadan,1105.4145972745189,110541.45972745189,11.361265906075282,53.90309287218795,5.3,8.913196236691814,6078658.353878506,1326497.5167294226,21.822208775445436,4.58248754876367
Agro-processing Unit,Enugu,3548.4955774162318,354849.5577416232,10.317898807638798,347.4210972152986,5.1,29.734335322743686,19103460.451165702,4258194.692899479,22.29017461932998,4.486281588538128
Retail Store/Trading,Port Harcourt,741.8405490685276,74184.05490685276,14.431554917254989,575.7890323543397,4.8,6.604705743131477,5804446.69586884,890208.6588822331,15.336666964584502,6.5203215425437895
Other,Enugu,1203.2779205022355,120327.79205022355,10.79663461169313,574.5369945704393,5.1,10.082771246038508,7472982.274145682,1443933.5046026825,19.32205178109772,5.175433806560208
Salon/Personal Services,Lagos,567.3716527665888,56737.16527665888,9.577804275318668,119.55533497196413,5.0,4.8493303655264,3547910.7797031286,680845.9833199065,19.190053684971083,5.211032842410242
Bakery/Food Processing,Ibadan,2232.342652490808,223234.2652490808,10.346179233529819,413.2583467504371,5.3,17.999860123293082,10669605.16335663,2678811.1829889696,25.10693827911269,3.9829627526982607
Other,Kaduna,1100.3879129220268,110038.79129220267,8.38715735754046,380.9276347412558,6.0,7.837520747307883,4065158.420265373,1320465.4955064321,32.48251012614245,3.0785798145420538
Other,Enugu,403.1612172161599,40316.12172161599,10.960109518454306,350.63821681501906,5.1,3.378257224871459,2966364.671811199,483793.46065939195,16.309304963640834,6.131469135130842
Retail Store/Trading,Ibadan,548.8375792948632,54883.75792948632,14.984066103011891,505.35872499992183,5.3,4.425395736936487,2768058.9392753625,658605.0951538358,23.793030047483345,4.2029115165421
Small Manufacturing Plant,Port Harcourt,5199.350759116123,519935.0759116123,6.465755373741626,156.7708237452847,4.8,46.29051601777175,31340327.7182822,6239220.910939348,19.90796320645918,5.023115572544096
Salon/Personal Services,Kaduna,498.7948810214533,49879.48810214533,17.217864485325613,509.2262262786643,6.0,3.5526700927453936,1939246.2059770809,598553.857225744,30.86528442757299,3.239885905948971
Salon/Personal Services,Lagos,697.6474304286711,69764.7430428671,9.6384983251161,286.1963433932864,5.0,5.962798550672402,4977563.74789844,837176.9165144053,16.81900943745556,5.945653361564934
Salon/Personal Services,Port Harcourt,455.9588657553593,45595.88657553593,7.8884590001989245,67.08747163445098,4.8,4.059462836141019,2074599.577499754,547150.6389064312,26.373794964609072,3.7916424289409147
Bakery/Food Processing,Ibadan,2409.734929082879,240973.49290828788,8.88855102796208,181.97189704799723,5.3,19.430212297072075,16196953.173088986,2891681.9148994545,17.85324612596858,5.601222281618815
Other,Port Harcourt,441.7443914068912,44174.43914068912,17.142093023325344,368.8554132168746,4.8,3.932909467653946,2187146.0358124725,530093.2696882695,24.236756988718977,4.125964544123832
Salon/Personal Services,Enugu,583.57395713148,58357.395713148006,16.93892264715663,240.09109289543423,5.1,4.890011371974862,4179129.1230878853,700288.7485577761,16.756810520378107,5.967722788199407
Welding Shop/Technical Services,Kano,2243.014622276168,224301.4622276168,6.4655934567466495,152.72489052712115,6.2,15.460536409402868,12243338.776750082,2691617.5467314017,21.984342635709332,4.54869184205532
Other,Enugu,1713.1178686529022,171311.78686529023,15.20122027606003,242.85348030143078,5.1,14.354934377852372,8122999.51383662,2055741.4423834826,25.30766423021148,3.9513721649832547
Agro-processing Unit,Kaduna,2442.026569435531,244202.65694355313,12.402653202642954,50.132552576824004,6.0,17.393351634156204,12633264.341372987,2930431.8833226375,23.1961574153538,4.311058862439382
Welding Shop/Technical Services,Port Harcourt,1482.4886720760558,148248.86720760557,8.498781703298572,187.7656207123699,4.8,13.19879515737229,8250072.23781956,1778986.4064912668,21.563282783587375,4.637512803760741
Agro-processing Unit,Ibadan,3514.7646063336033,351476.4606333603,9.356086278557317,155.33672712758147,5.3,28.34030484061928,16190624.562646648,4217717.527600324,26.050369528863083,3.838717139471008
Retail Store/Trading,Abuja,603.4107686344253,60341.076863442526,16.387740436472782,182.74233711062493,5.5,4.688506360795844,3955565.66320654,724092.9223613103,18.305673170757874,5.462787359262129
Retail Store/Trading,Kaduna,262.82899423423896,26282.899423423896,10.276856830195976,461.2085035107378,6.0,1.8720013834347504,1238158.7625769558,315394.79308108677,25.472887856857845,3.9257425605584744
Retail Store/Trading,Kaduna,640.5524357558356,64055.24357558356,15.801520434892169,577.7756811850787,6.0,4.562339286010225,3008486.301101761,768662.9229070027,25.549822933396932,3.913921449110594
Welding Shop/Technical Services,Kano,2585.324953503234,258532.4953503234,13.24563694612504,321.33787342880925,6.2,17.819995543860173,10120949.687136162,3102389.944203881,30.653150545220598,3.2623074046655174
Retail Store/Trading,Kaduna,232.05526907861332,23205.52690786133,17.811863745768495,260.91461741627336,6.0,1.65281530682773,1079662.3785958202,278466.32289433596,25.79198168009723,3.877173969814289
Bakery/Food Processing,Ibadan,1058.7879636586736,105878.79636586735,14.000506264757481,206.35855900250263,5.3,8.537235636660808,7245097.1791274315,1270545.5563904082,17.536625458258204,5.702351358191825
Salon/Personal Services,Enugu,530.755876105181,53075.587610518094,13.041214894135095,295.15140149657805,5.1,4.44742647984901,2869708.536974518,636907.0513262171,22.19413724843627,4.505694403914966
Agro-processing Unit,Enugu,3590.2965388626067,359029.65388626064,9.179604738665317,296.7479253897538,5.1,30.084603141131275,26493747.780762773,4308355.846635127,16.261783279160845,6.149387080330117
Salon/Personal Services,Abuja,499.49988358413145,49949.988358413146,13.963496649207595,481.1845177780742,5.5,3.8811179765666775,3409653.5803244174,599399.8603009577,17.579494402593436,5.688445737395461
Agro-processing Unit,Enugu,2487.01820719564,248701.820719564,13.752563329159152,132.83602418768552,5.1,20.839770464183342,11627747.15230487,2984421.8486347683,25.666380680140538,3.896147308271454
Bakery/Food Processing,Ibadan,2385.501770922214,238550.1770922214,10.596705677052043,451.23678208704115,5.3,19.234815117902063,10981627.230883647,2862602.125106657,26.06719445963488,3.8362394600941916
Welding Shop/Technical Services,Ibadan,1040.6821637643552,104068.21637643552,8.462245714857684,317.8953993779679,5.3,8.391244668314426,7091186.011423441,1248818.5965172262,17.610856554960773,5.678315514518865
Welding Shop/Technical Services,Port Harcourt,2756.504935464693,275650.4935464693,12.327061799408126,561.4287652616335,4.8,24.541532545091638,16126348.222238256,3307805.9225576315,20.511810094712963,4.875240144007357
Salon/Personal Services,Ibadan,464.4679827788176,46446.79827788176,11.8853891608314,115.86073367529254,5.3,3.745105489266389,1879105.1546564153,557361.5793345812,29.661010612069333,3.3714292917352284
Bakery/Food Processing,Abuja,2164.5156150587736,216451.56150587735,8.96358494960475,544.7868691547733,5.5,16.818303147309816,10251575.288579032,2597418.738070528,25.336776689961326,3.946831959868871
